file:///Users/nanjiang/Documents/%E7%BC%96%E7%A8%8B/js%E5%9F%BA%E7%A1%80%E7%AC%94%E8%AE%B0%E5%92%8C%E4%BD%9C%E4%B8%9A/%E5%B0%9A%E7%A1%85%E8%B0%B7%E5%89%8D%E7%AB%AF%E6%8A%80%E6%9C%AF%E4%B9%8Baxios%E4%BB%8E%E5%85%A5%E9%97%A8%E5%88%B0%E6%BA%90%E7%A0%81%E5%88%86%E6%9E%90/code/http-ajax-axios/server.js	U1697889402263.638	6	
file:///Users/nanjiang/Downloads/geo-beef-cuts.html	U1696980360929.22	6	
http://127.0.0.1:4040/inspect/http	U1697032071739.816	1	ngrok - Inspect
http://127.0.0.1:4040/inspect/http	U1697032893924.979	8	ngrok - Inspect
http://127.0.0.1:5500/index.html	U1697030928134.786	6	Vite App
http://127.0.0.1:5500/index.html	U1697030953140.7822	8	Vite App
http://127.0.0.1:5500/index.html	U1697030962089.782	6	Vite App
http://127.0.0.1:5500/index.html	U1697031328859.0579	6	Vite App
http://127.0.0.1:5500/index.html	U1697031331533.873	8	Vite App
http://127.0.0.1:5500/index.html	U1697031340048.827	0	Vite App
http://localhost:5173/	U1696936133301.585	6	Vite App
http://localhost:5173/	U1696936140304.373	8	Vite App
http://localhost:5173/	U1696936160467.969	0	Vite App
http://localhost:5173/	U1696936164449.802	0	Vite App
http://localhost:5173/	U1696941956312.739	8	Vite App
http://localhost:5173/	U1696941959692.4019	0	Vite App
http://localhost:5173/	U1696942011846.534	0	Vite App
http://localhost:5173/	U1696942028399.525	0	Vite App
http://localhost:5173/	U1696942058713.354	0	Vite App
http://localhost:5173/	U1696942129844.3452	0	Vite App
http://localhost:5173/	U1696942185915.932	0	Vite App
http://localhost:5173/	U1696942260161.614	0	Vite App
http://localhost:5173/	U1696942323292.646	0	Vite App
http://localhost:5173/	U1696942362444.545	0	Vite App
http://localhost:5173/	U1696942365333.59	0	Vite App
http://localhost:5173/	U1696942368213.763	0	Vite App
http://localhost:5173/	U1696942491754.039	0	Vite App
http://localhost:5173/	U1696942840834.512	0	Vite App
http://localhost:5173/	U1696943306684.901	0	Vite App
http://localhost:5173/	U1696943362925.13	0	Vite App
http://localhost:5173/	U1696943786592.5679	8	Vite App
http://localhost:5173/	U1696943790227.435	0	Vite App
http://localhost:5173/	U1696943794169.628	8	Vite App
http://localhost:5173/	U1696943796941.669	0	Vite App
http://localhost:5173/	U1696943830615.124	8	Vite App
http://localhost:5173/	U1696944008918.678	0	Vite App
http://localhost:5173/	U1696944758924.829	8	Vite App
http://localhost:5173/	U1696944820200.177	0	Vite App
http://localhost:5173/	U1696945131122.628	0	Vite App
http://localhost:5173/	U1696945148412.7122	0	Vite App
http://localhost:5173/	U1696945161021.811	0	Vite App
http://localhost:5173/	U1696945179251.2268	0	Vite App
http://localhost:5173/	U1696945185881.185	0	Vite App
http://localhost:5173/	U1696945197019.6582	0	Vite App
http://localhost:5173/	U1696945321378.0042	0	Vite App
http://localhost:5173/	U1696945448449.44	0	Vite App
http://localhost:5173/	U1696945452042.659	0	Vite App
http://localhost:5173/	U1696945457958.92	0	Vite App
http://localhost:5173/	U1696945565260.846	0	Vite App
http://localhost:5173/	U1696945738061.315	0	Vite App
http://localhost:5173/	U1696946008878.628	0	Vite App
http://localhost:5173/	U1696946293054.964	0	Vite App
http://localhost:5173/	U1696946308917.1182	0	Vite App
http://localhost:5173/	U1696946318302.5562	0	Vite App
http://localhost:5173/	U1696946437470.553	8	Vite App
http://localhost:5173/	U1696946444983.5789	0	Vite App
http://localhost:5173/	U1696946472225.75	8	Vite App
http://localhost:5173/	U1696946484520.3481	0	Vite App
http://localhost:5173/	U1696946488533.4722	0	Vite App
http://localhost:5173/	U1696949936725.591	0	Vite App
http://localhost:5173/	U1696950318817.4182	8	Vite App
http://localhost:5173/	U1696950380407.813	0	Vite App
http://localhost:5173/	U1696950390705.796	0	Vite App
http://localhost:5173/	U1696950490467.145	0	Vite App
http://localhost:5173/	U1696950508476.048	0	Vite App
http://localhost:5173/	U1696950518476.533	0	Vite App
http://localhost:5173/	U1696950581219.574	0	Vite App
http://localhost:5173/	U1696950697239.0562	0	Vite App
http://localhost:5173/	U1696950819445.8699	0	Vite App
http://localhost:5173/	U1696950849175.3389	0	Vite App
http://localhost:5173/	U1696950909506.729	0	Vite App
http://localhost:5173/	U1696951678087.867	0	Vite App
http://localhost:5173/	U1696951831006.671	0	Vite App
http://localhost:5173/	U1696952012425.0579	0	Vite App
http://localhost:5173/	U1696952348395.9639	0	Vite App
http://localhost:5173/	U1696952408016.1729	0	Vite App
http://localhost:5173/	U1696952526688.976	0	Vite App
http://localhost:5173/	U1696952535822.437	0	Vite App
http://localhost:5173/	U1696952694409.478	0	Vite App
http://localhost:5173/	U1696952705733.0078	0	Vite App
http://localhost:5173/	U1696952710918.975	0	Vite App
http://localhost:5173/	U1696952716645.993	0	Vite App
http://localhost:5173/	U1696953101384.426	0	Vite App
http://localhost:5173/	U1696953195710.146	0	Vite App
http://localhost:5173/	U1696953210055.448	0	Vite App
http://localhost:5173/	U1696953220980.854	0	Vite App
http://localhost:5173/	U1696953314039.894	0	Vite App
http://localhost:5173/	U1696953337026.35	8	Vite App
http://localhost:5173/	U1696953373668.4949	0	Vite App
http://localhost:5173/	U1696953391165.766	0	Vite App
http://localhost:5173/	U1696953455040.953	0	Vite App
http://localhost:5173/	U1696953533565.2239	8	Vite App
http://localhost:5173/	U1696953554395.571	0	Vite App
http://localhost:5173/	U1696953604997.7168	0	Vite App
http://localhost:5173/	U1696953613195.452	0	Vite App
http://localhost:5173/	U1696953749489.878	0	Vite App
http://localhost:5173/	U1696953775958.331	0	Vite App
http://localhost:5173/	U1696954068305.1292	0	Vite App
